raw_locator,set_code,collector_number,limitless_card_url,in_top10_raw_union,in_top50_raw_union,minimum_archetype_rank,archetype_count,archetypes,archetype_ranks,archetype_quantities,anki_tags,resolution_status,resolved_name,mechanical_fingerprint,mechanical_card_key,mechanical_group_id
DRI-164,DRI,164,https://limitlesstcg.com/cards/DRI/164,False,True,22,3,Metagross | Steven's Metagross | Toxtricity,22 | 26 | 35,Metagross:2 | Steven's Metagross:1 | Toxtricity:1,ptcg::archetype::metagross ptcg::archetype::steven_s_metagross ptcg::archetype::toxtricity ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEE-8,MEE,8,https://limitlesstcg.com/cards/MEE/8,False,True,22,5,Metagross | Archaludon | Steven's Metagross | Joltik Box | Hydreigon,22 | 25 | 26 | 45 | 49,Metagross:17 | Archaludon:10 | Steven's Metagross:5 | Joltik Box:2 | Hydreigon:2,ptcg::archetype::metagross ptcg::archetype::archaludon ptcg::archetype::steven_s_metagross ptcg::archetype::joltik_box ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-86,PRE,86,https://limitlesstcg.com/cards/PRE/86,False,True,22,1,Metagross,22,Metagross:1,ptcg::archetype::metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-185,SSP,185,https://limitlesstcg.com/cards/SSP/185,False,True,22,4,Metagross | Kangaskhan Bouffalant | Mega Absol Box | Joltik Box,22 | 28 | 32 | 45,Metagross:1 | Kangaskhan Bouffalant:1 | Mega Absol Box:1 | Joltik Box:1,ptcg::archetype::metagross ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-113,TEF,113,https://limitlesstcg.com/cards/TEF/113,False,True,22,1,Metagross,22,Metagross:4,ptcg::archetype::metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-114,TEF,114,https://limitlesstcg.com/cards/TEF/114,False,True,22,1,Metagross,22,Metagross:4,ptcg::archetype::metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-123,TWM,123,https://limitlesstcg.com/cards/TWM/123,False,True,22,1,Metagross,22,Metagross:1,ptcg::archetype::metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-164,SSP,164,https://limitlesstcg.com/cards/SSP/164,False,True,23,1,Ceruledge,23,Ceruledge:1,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-32,SSP,32,https://limitlesstcg.com/cards/SSP/32,False,True,23,1,Ceruledge,23,Ceruledge:4,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-36,SSP,36,https://limitlesstcg.com/cards/SSP/36,False,True,23,1,Ceruledge,23,Ceruledge:3,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-147,TEF,147,https://limitlesstcg.com/cards/TEF/147,False,True,23,1,Ceruledge,23,Ceruledge:4,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-85,TEF,85,https://limitlesstcg.com/cards/TEF/85,False,True,23,1,Ceruledge,23,Ceruledge:1,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-145,TWM,145,https://limitlesstcg.com/cards/TWM/145,False,True,23,1,Ceruledge,23,Ceruledge:4,ptcg::archetype::ceruledge ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-190,ASC,190,https://limitlesstcg.com/cards/ASC/190,False,True,24,1,Marnie's Grimmsnarl,24,Marnie's Grimmsnarl:1,ptcg::archetype::marnie_s_grimmsnarl ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-134,DRI,134,https://limitlesstcg.com/cards/DRI/134,False,True,24,1,Marnie's Grimmsnarl,24,Marnie's Grimmsnarl:3,ptcg::archetype::marnie_s_grimmsnarl ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-135,DRI,135,https://limitlesstcg.com/cards/DRI/135,False,True,24,1,Marnie's Grimmsnarl,24,Marnie's Grimmsnarl:2,ptcg::archetype::marnie_s_grimmsnarl ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-136,DRI,136,https://limitlesstcg.com/cards/DRI/136,False,True,24,1,Marnie's Grimmsnarl,24,Marnie's Grimmsnarl:3,ptcg::archetype::marnie_s_grimmsnarl ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-169,DRI,169,https://limitlesstcg.com/cards/DRI/169,False,True,24,1,Marnie's Grimmsnarl,24,Marnie's Grimmsnarl:4,ptcg::archetype::marnie_s_grimmsnarl ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-79,CRI,79,https://limitlesstcg.com/cards/CRI/79,False,True,25,1,Archaludon,25,Archaludon:1,ptcg::archetype::archaludon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-94,MEG,94,https://limitlesstcg.com/cards/MEG/94,False,True,25,2,Archaludon | Steven's Metagross,25 | 26,Archaludon:1 | Steven's Metagross:1,ptcg::archetype::archaludon ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-106,SCR,106,https://limitlesstcg.com/cards/SCR/106,False,True,25,1,Archaludon,25,Archaludon:4,ptcg::archetype::archaludon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-130,SSP,130,https://limitlesstcg.com/cards/SSP/130,False,True,25,1,Archaludon,25,Archaludon:3,ptcg::archetype::archaludon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-84,TEF,84,https://limitlesstcg.com/cards/TEF/84,False,True,25,2,Archaludon | Decidueye,25 | 41,Archaludon:1 | Decidueye:1,ptcg::archetype::archaludon ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-162,TWM,162,https://limitlesstcg.com/cards/TWM/162,False,True,25,2,Archaludon | Palafin,25 | 46,Archaludon:1 | Palafin:1,ptcg::archetype::archaludon ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-143,DRI,143,https://limitlesstcg.com/cards/DRI/143,False,True,26,1,Steven's Metagross,26,Steven's Metagross:3,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-144,DRI,144,https://limitlesstcg.com/cards/DRI/144,False,True,26,1,Steven's Metagross,26,Steven's Metagross:2,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-145,DRI,145,https://limitlesstcg.com/cards/DRI/145,False,True,26,1,Steven's Metagross,26,Steven's Metagross:3,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-95,MEG,95,https://limitlesstcg.com/cards/MEG/95,False,True,26,1,Steven's Metagross,26,Steven's Metagross:1,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-27,PFL,27,https://limitlesstcg.com/cards/PFL/27,False,True,26,1,Steven's Metagross,26,Steven's Metagross:1,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-70,PFL,70,https://limitlesstcg.com/cards/PFL/70,False,True,26,1,Steven's Metagross,26,Steven's Metagross:1,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-55,POR,55,https://limitlesstcg.com/cards/POR/55,False,True,26,1,Steven's Metagross,26,Steven's Metagross:1,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-71,SCR,71,https://limitlesstcg.com/cards/SCR/71,False,True,26,1,Steven's Metagross,26,Steven's Metagross:1,ptcg::archetype::steven_s_metagross ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-33,CRI,33,https://limitlesstcg.com/cards/CRI/33,False,True,27,1,Mega Diancie,27,Mega Diancie:1,ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-122,MEG,122,https://limitlesstcg.com/cards/MEG/122,False,True,27,1,Mega Diancie,27,Mega Diancie:3,ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-41,PFL,41,https://limitlesstcg.com/cards/PFL/41,False,True,27,1,Mega Diancie,27,Mega Diancie:3,ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-63,SFA,63,https://limitlesstcg.com/cards/SFA/63,False,True,27,1,Mega Diancie,27,Mega Diancie:2,ptcg::archetype::mega_diancie ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-68,TEF,68,https://limitlesstcg.com/cards/TEF/68,False,True,27,2,Mega Diancie | Bronzong,27 | 44,Mega Diancie:1 | Bronzong:3,ptcg::archetype::mega_diancie ptcg::archetype::bronzong ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-69,TEF,69,https://limitlesstcg.com/cards/TEF/69,False,True,27,2,Mega Diancie | Bronzong,27 | 44,Mega Diancie:1 | Bronzong:3,ptcg::archetype::mega_diancie ptcg::archetype::bronzong ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-72,POR,72,https://limitlesstcg.com/cards/POR/72,False,True,28,6,Kangaskhan Bouffalant | Tera Box | Mega Absol Box | Joltik Box | Palafin | Hydreigon,28 | 31 | 32 | 45 | 46 | 49,Kangaskhan Bouffalant:1 | Tera Box:1 | Mega Absol Box:1 | Joltik Box:1 | Palafin:1 | Hydreigon:2,ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::tera_box ptcg::archetype::mega_absol_box ptcg::archetype::joltik_box ptcg::archetype::palafin ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-119,SCR,119,https://limitlesstcg.com/cards/SCR/119,False,True,28,1,Kangaskhan Bouffalant,28,Kangaskhan Bouffalant:2,ptcg::archetype::kangaskhan_bouffalant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-151,SSP,151,https://limitlesstcg.com/cards/SSP/151,False,True,28,1,Kangaskhan Bouffalant,28,Kangaskhan Bouffalant:1,ptcg::archetype::kangaskhan_bouffalant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-75,SSP,75,https://limitlesstcg.com/cards/SSP/75,False,True,28,1,Kangaskhan Bouffalant,28,Kangaskhan Bouffalant:2,ptcg::archetype::kangaskhan_bouffalant ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-141,TWM,141,https://limitlesstcg.com/cards/TWM/141,False,True,28,3,Kangaskhan Bouffalant | Mega Absol Box | Joltik Box,28 | 32 | 45,Kangaskhan Bouffalant:1 | Mega Absol Box:1 | Joltik Box:1,ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-42,POR,42,https://limitlesstcg.com/cards/POR/42,False,True,29,1,Okidogi,29,Okidogi:2,ptcg::archetype::okidogi ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-43,POR,43,https://limitlesstcg.com/cards/POR/43,False,True,29,1,Okidogi,29,Okidogi:2,ptcg::archetype::okidogi ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-85,POR,85,https://limitlesstcg.com/cards/POR/85,False,True,29,2,Okidogi | Bloodmoon Ursaluna,29 | 37,Okidogi:2 | Bloodmoon Ursaluna:1,ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-54,PRE,54,https://limitlesstcg.com/cards/PRE/54,False,True,29,2,Okidogi | Bloodmoon Ursaluna,29 | 37,Okidogi:1 | Bloodmoon Ursaluna:2,ptcg::archetype::okidogi ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-155,TEF,155,https://limitlesstcg.com/cards/TEF/155,False,True,29,1,Okidogi,29,Okidogi:2,ptcg::archetype::okidogi ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-111,TWM,111,https://limitlesstcg.com/cards/TWM/111,False,True,29,1,Okidogi,29,Okidogi:4,ptcg::archetype::okidogi ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-112,TWM,112,https://limitlesstcg.com/cards/TWM/112,False,True,29,1,Okidogi,29,Okidogi:1,ptcg::archetype::okidogi ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-10,ASC,10,https://limitlesstcg.com/cards/ASC/10,False,True,30,1,Mega Venusaur,30,Mega Venusaur:1,ptcg::archetype::mega_venusaur ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-1,MEG,1,https://limitlesstcg.com/cards/MEG/1,False,True,30,1,Mega Venusaur,30,Mega Venusaur:2,ptcg::archetype::mega_venusaur ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-2,MEG,2,https://limitlesstcg.com/cards/MEG/2,False,True,30,1,Mega Venusaur,30,Mega Venusaur:2,ptcg::archetype::mega_venusaur ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-3,MEG,3,https://limitlesstcg.com/cards/MEG/3,False,True,30,1,Mega Venusaur,30,Mega Venusaur:2,ptcg::archetype::mega_venusaur ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-8,PFL,8,https://limitlesstcg.com/cards/PFL/8,False,True,30,1,Mega Venusaur,30,Mega Venusaur:1,ptcg::archetype::mega_venusaur ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-116,PRE,116,https://limitlesstcg.com/cards/PRE/116,False,True,30,3,Mega Venusaur | Doublade | Mega Charizard X,30 | 34 | 50,Mega Venusaur:1 | Doublade:1 | Mega Charizard X:1,ptcg::archetype::mega_venusaur ptcg::archetype::doublade ptcg::archetype::mega_charizard_x ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-126,TEF,126,https://limitlesstcg.com/cards/TEF/126,False,True,31,1,Tera Box,31,Tera Box:1,ptcg::archetype::tera_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-172,ASC,172,https://limitlesstcg.com/cards/ASC/172,False,True,32,1,Mega Absol Box,32,Mega Absol Box:2,ptcg::archetype::mega_absol_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-86,MEG,86,https://limitlesstcg.com/cards/MEG/86,False,True,32,2,Mega Absol Box | Toxtricity,32 | 35,Mega Absol Box:2 | Toxtricity:1,ptcg::archetype::mega_absol_box ptcg::archetype::toxtricity ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-179,ASC,179,https://limitlesstcg.com/cards/ASC/179,False,True,33,2,Flareon | Hydreigon,33 | 49,Flareon:1 | Hydreigon:3,ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-14,PRE,14,https://limitlesstcg.com/cards/PRE/14,False,True,33,1,Flareon,33,Flareon:2,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-6,PRE,6,https://limitlesstcg.com/cards/PRE/6,False,True,33,1,Flareon,33,Flareon:1,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-75,PRE,75,https://limitlesstcg.com/cards/PRE/75,False,True,33,1,Flareon,33,Flareon:3,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-142,SCR,142,https://limitlesstcg.com/cards/SCR/142,False,True,33,1,Flareon,33,Flareon:1,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-143,SSP,143,https://limitlesstcg.com/cards/SSP/143,False,True,33,1,Flareon,33,Flareon:1,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-86,SSP,86,https://limitlesstcg.com/cards/SSP/86,False,True,33,1,Flareon,33,Flareon:1,ptcg::archetype::flareon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-186,ASC,186,https://limitlesstcg.com/cards/ASC/186,False,True,34,2,Doublade | Bloodmoon Ursaluna,34 | 37,Doublade:2 | Bloodmoon Ursaluna:1,ptcg::archetype::doublade ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-56,POR,56,https://limitlesstcg.com/cards/POR/56,False,True,34,1,Doublade,34,Doublade:4,ptcg::archetype::doublade ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-57,POR,57,https://limitlesstcg.com/cards/POR/57,False,True,34,1,Doublade,34,Doublade:4,ptcg::archetype::doublade ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-58,POR,58,https://limitlesstcg.com/cards/POR/58,False,True,34,1,Doublade,34,Doublade:4,ptcg::archetype::doublade ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-67,PFL,67,https://limitlesstcg.com/cards/PFL/67,False,True,35,2,Toxtricity | Mega Sharpedo,35 | 39,Toxtricity:4 | Mega Sharpedo:2,ptcg::archetype::toxtricity ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-68,PFL,68,https://limitlesstcg.com/cards/PFL/68,False,True,35,2,Toxtricity | Mega Sharpedo,35 | 39,Toxtricity:4 | Mega Sharpedo:2,ptcg::archetype::toxtricity ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SVP-129,SVP,129,https://limitlesstcg.com/cards/SVP/129,False,True,35,1,Toxtricity,35,Toxtricity:2,ptcg::archetype::toxtricity ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-118,TWM,118,https://limitlesstcg.com/cards/TWM/118,False,True,35,1,Toxtricity,35,Toxtricity:1,ptcg::archetype::toxtricity ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-150,ASC,150,https://limitlesstcg.com/cards/ASC/150,False,True,36,1,Eelektrik,36,Eelektrik:3,ptcg::archetype::eelektrik ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-151,ASC,151,https://limitlesstcg.com/cards/ASC/151,False,True,36,1,Eelektrik,36,Eelektrik:2,ptcg::archetype::eelektrik ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-152,ASC,152,https://limitlesstcg.com/cards/ASC/152,False,True,36,1,Eelektrik,36,Eelektrik:2,ptcg::archetype::eelektrik ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-59,ASC,59,https://limitlesstcg.com/cards/ASC/59,False,True,36,1,Eelektrik,36,Eelektrik:3,ptcg::archetype::eelektrik ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-60,ASC,60,https://limitlesstcg.com/cards/ASC/60,False,True,36,1,Eelektrik,36,Eelektrik:3,ptcg::archetype::eelektrik ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
DRI-179,DRI,179,https://limitlesstcg.com/cards/DRI/179,False,True,37,1,Bloodmoon Ursaluna,37,Bloodmoon Ursaluna:3,ptcg::archetype::bloodmoon_ursaluna ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-45,MEG,45,https://limitlesstcg.com/cards/MEG/45,False,True,38,1,Mega Manectric,38,Mega Manectric:1,ptcg::archetype::mega_manectric ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-49,MEG,49,https://limitlesstcg.com/cards/MEG/49,False,True,38,1,Mega Manectric,38,Mega Manectric:2,ptcg::archetype::mega_manectric ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-50,MEG,50,https://limitlesstcg.com/cards/MEG/50,False,True,38,1,Mega Manectric,38,Mega Manectric:2,ptcg::archetype::mega_manectric ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-50,SCR,50,https://limitlesstcg.com/cards/SCR/50,False,True,38,2,Mega Manectric | Joltik Box,38 | 45,Mega Manectric:2 | Joltik Box:2,ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-2,SFA,2,https://limitlesstcg.com/cards/SFA/2,False,True,38,2,Mega Manectric | Joltik Box,38 | 45,Mega Manectric:1 | Joltik Box:1,ptcg::archetype::mega_manectric ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-59,SSP,59,https://limitlesstcg.com/cards/SSP/59,False,True,38,1,Mega Manectric,38,Mega Manectric:1,ptcg::archetype::mega_manectric ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-121,MEG,121,https://limitlesstcg.com/cards/MEG/121,False,True,39,1,Mega Sharpedo,39,Mega Sharpedo:1,ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-60,PFL,60,https://limitlesstcg.com/cards/PFL/60,False,True,39,1,Mega Sharpedo,39,Mega Sharpedo:3,ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PFL-61,PFL,61,https://limitlesstcg.com/cards/PFL/61,False,True,39,1,Mega Sharpedo,39,Mega Sharpedo:3,ptcg::archetype::mega_sharpedo ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-11,POR,11,https://limitlesstcg.com/cards/POR/11,False,True,41,1,Decidueye,41,Decidueye:3,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-12,POR,12,https://limitlesstcg.com/cards/POR/12,False,True,41,1,Decidueye,41,Decidueye:3,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-8,POR,8,https://limitlesstcg.com/cards/POR/8,False,True,41,1,Decidueye,41,Decidueye:2,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-9,POR,9,https://limitlesstcg.com/cards/POR/9,False,True,41,1,Decidueye,41,Decidueye:2,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-3,SFA,3,https://limitlesstcg.com/cards/SFA/3,False,True,41,1,Decidueye,41,Decidueye:3,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-5,SSP,5,https://limitlesstcg.com/cards/SSP/5,False,True,41,1,Decidueye,41,Decidueye:2,ptcg::archetype::decidueye ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SCR-134,SCR,134,https://limitlesstcg.com/cards/SCR/134,False,True,42,1,Mega Froslass,42,Mega Froslass:1,ptcg::archetype::mega_froslass ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-157,TWM,157,https://limitlesstcg.com/cards/TWM/157,False,True,42,1,Mega Froslass,42,Mega Froslass:3,ptcg::archetype::mega_froslass ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-23,CRI,23,https://limitlesstcg.com/cards/CRI/23,False,True,43,1,Mega Abomasnow,43,Mega Abomasnow:2,ptcg::archetype::mega_abomasnow ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-24,CRI,24,https://limitlesstcg.com/cards/CRI/24,False,True,43,1,Mega Abomasnow,43,Mega Abomasnow:1,ptcg::archetype::mega_abomasnow ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-34,MEG,34,https://limitlesstcg.com/cards/MEG/34,False,True,43,1,Mega Abomasnow,43,Mega Abomasnow:2,ptcg::archetype::mega_abomasnow ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-35,MEG,35,https://limitlesstcg.com/cards/MEG/35,False,True,43,1,Mega Abomasnow,43,Mega Abomasnow:4,ptcg::archetype::mega_abomasnow ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-36,MEG,36,https://limitlesstcg.com/cards/MEG/36,False,True,43,1,Mega Abomasnow,43,Mega Abomasnow:4,ptcg::archetype::mega_abomasnow ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-191,ASC,191,https://limitlesstcg.com/cards/ASC/191,False,True,45,1,Joltik Box,45,Joltik Box:1,ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
ASC-57,ASC,57,https://limitlesstcg.com/cards/ASC/57,False,True,45,1,Joltik Box,45,Joltik Box:2,ptcg::archetype::joltik_box ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
CRI-78,CRI,78,https://limitlesstcg.com/cards/CRI/78,False,True,46,1,Palafin,46,Palafin:1,ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-59,TWM,59,https://limitlesstcg.com/cards/TWM/59,False,True,46,1,Palafin,46,Palafin:3,ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-60,TWM,60,https://limitlesstcg.com/cards/TWM/60,False,True,46,1,Palafin,46,Palafin:2,ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-61,TWM,61,https://limitlesstcg.com/cards/TWM/61,False,True,46,1,Palafin,46,Palafin:2,ptcg::archetype::palafin ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
POR-75,POR,75,https://limitlesstcg.com/cards/POR/75,False,True,47,1,Sylveon,47,Sylveon:4,ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-34,PRE,34,https://limitlesstcg.com/cards/PRE/34,False,True,47,1,Sylveon,47,Sylveon:1,ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
PRE-40,PRE,40,https://limitlesstcg.com/cards/PRE/40,False,True,47,1,Sylveon,47,Sylveon:3,ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-135,TWM,135,https://limitlesstcg.com/cards/TWM/135,False,True,47,1,Sylveon,47,Sylveon:4,ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TWM-96,TWM,96,https://limitlesstcg.com/cards/TWM/96,False,True,47,1,Sylveon,47,Sylveon:1,ptcg::archetype::sylveon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
JTG-8,JTG,8,https://limitlesstcg.com/cards/JTG/8,False,True,48,1,Froslass Munkidori,48,Froslass Munkidori:1,ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-126,MEG,126,https://limitlesstcg.com/cards/MEG/126,False,True,48,1,Froslass Munkidori,48,Froslass Munkidori:1,ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
MEG-43,MEG,43,https://limitlesstcg.com/cards/MEG/43,False,True,48,1,Froslass Munkidori,48,Froslass Munkidori:2,ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SFA-60,SFA,60,https://limitlesstcg.com/cards/SFA/60,False,True,48,1,Froslass Munkidori,48,Froslass Munkidori:1,ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
TEF-45,TEF,45,https://limitlesstcg.com/cards/TEF/45,False,True,48,1,Froslass Munkidori,48,Froslass Munkidori:2,ptcg::archetype::froslass_munkidori ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-117,SSP,117,https://limitlesstcg.com/cards/SSP/117,False,True,49,1,Hydreigon,49,Hydreigon:3,ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
SSP-118,SSP,118,https://limitlesstcg.com/cards/SSP/118,False,True,49,1,Hydreigon,49,Hydreigon:2,ptcg::archetype::hydreigon ptcg::meta::2026_06::top50,unresolved_print_locator,,,,
