card_key,name,archetype,archetype_tag,top10_core
Lillie's Determination · MEG 119,Lillie's Determination,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Night Stretcher · SFA 061,Night Stretcher,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Poké Pad · ASC 198,Poké Pad,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Psychic Energy · BS 101,Psychic Energy,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Sacred Ash · DRI 168,Sacred Ash,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Secret Box · TWM 163,Secret Box,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Archer · DRI 170,Team Rocket's Archer,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Ariana · DRI 171,Team Rocket's Ariana,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Energy · ASC 217,Team Rocket's Energy,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Factory · DRI 173,Team Rocket's Factory,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Giovanni · DRI 174,Team Rocket's Giovanni,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Kangaskhan ex · ASC 162,Team Rocket's Kangaskhan ex,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,False
Team Rocket's Mewtwo ex · DRI 081,Team Rocket's Mewtwo ex,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,False
Team Rocket's Mimikyu · DRI 087,Team Rocket's Mimikyu,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,False
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Proton · DRI 177,Team Rocket's Proton,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Team Rocket's Spidops · ASC 019,Team Rocket's Spidops,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,False
Team Rocket's Tarountula · DRI 019,Team Rocket's Tarountula,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,False
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Ultra Ball · BRS 150,Ultra Ball,Rocket's Spidops,ptcg::archetype::rocket_s_spidops,True
Academy at Night · SFA 054,Academy at Night,Slowking,ptcg::archetype::slowking,True
Boomerang Energy · TWM 166,Boomerang Energy,Slowking,ptcg::archetype::slowking,True
Brave Bangle · WHT 080,Brave Bangle,Slowking,ptcg::archetype::slowking,True
Ciphermaniac's Codebreaking · TEF 145,Ciphermaniac's Codebreaking,Slowking,ptcg::archetype::slowking,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Slowking,ptcg::archetype::slowking,True
Kyurem · SFA 047,Kyurem,Slowking,ptcg::archetype::slowking,True
Latias ex · SSP 076,Latias ex,Slowking,ptcg::archetype::slowking,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Slowking,ptcg::archetype::slowking,True
Lillie's Determination · MEG 119,Lillie's Determination,Slowking,ptcg::archetype::slowking,True
Lucky Helmet · TWM 158,Lucky Helmet,Slowking,ptcg::archetype::slowking,True
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Slowking,ptcg::archetype::slowking,True
Meowth ex · POR 062,Meowth ex,Slowking,ptcg::archetype::slowking,True
Metagross · CRI 061,Metagross,Slowking,ptcg::archetype::slowking,True
Night Stretcher · SFA 061,Night Stretcher,Slowking,ptcg::archetype::slowking,True
Poké Pad · ASC 198,Poké Pad,Slowking,ptcg::archetype::slowking,True
Psychic Energy · BS 101,Psychic Energy,Slowking,ptcg::archetype::slowking,True
Secret Box · TWM 163,Secret Box,Slowking,ptcg::archetype::slowking,True
Slowking · SCR 058,Slowking,Slowking,ptcg::archetype::slowking,True
Slowpoke · SCR 057,Slowpoke,Slowking,ptcg::archetype::slowking,True
Switch · BLW 104,Switch,Slowking,ptcg::archetype::slowking,True
Telepathic Psychic Energy · POR 088,Telepathic Psychic Energy,Slowking,ptcg::archetype::slowking,True
Ultra Ball · BRS 150,Ultra Ball,Slowking,ptcg::archetype::slowking,True
Wondrous Patch · PFL 094,Wondrous Patch,Slowking,ptcg::archetype::slowking,True
Zeraora · DRI 078,Zeraora,Slowking,ptcg::archetype::slowking,True
Battle Cage · PFL 085,Battle Cage,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Boss's Orders · PAL 172,Boss's Orders,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Brock's Scouting · JTG 146,Brock's Scouting,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Dialga · MEG 095,Dialga,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Empoleon ex · PFL 070,Empoleon ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Energy Recycler · DRI 164,Energy Recycler,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Genesect ex · BLK 067,Genesect ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Iron Boulder · SCR 071,Iron Boulder,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Kieran · TWM 154,Kieran,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Latias ex · SSP 076,Latias ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Lillie's Determination · MEG 119,Lillie's Determination,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Mega Mawile ex · MEG 094,Mega Mawile ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Mega Skarmory ex · POR 055,Mega Skarmory ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Meowth ex · POR 062,Meowth ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Metal Energy · DP 130,Metal Energy,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Night Stretcher · SFA 061,Night Stretcher,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Piplup · PFL 027,Piplup,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Psychic Energy · BS 101,Psychic Energy,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Rare Candy · SSH 180,Rare Candy,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Steven's Beldum · SVP 207,Steven's Beldum,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Steven's Metagross ex · DRI 145,Steven's Metagross ex,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Steven's Metang · DRI 144,Steven's Metang,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Team Rocket's Mimikyu · DRI 087,Team Rocket's Mimikyu,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Tool Scrapper · RCL 168,Tool Scrapper,Steven's Metagross,ptcg::archetype::steven_s_metagross,False
Ultra Ball · BRS 150,Ultra Ball,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Unfair Stamp · TWM 165,Unfair Stamp,Steven's Metagross,ptcg::archetype::steven_s_metagross,True
Boss's Orders · PAL 172,Boss's Orders,Sylveon,ptcg::archetype::sylveon,True
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Sylveon,ptcg::archetype::sylveon,True
Crispin · SCR 133,Crispin,Sylveon,ptcg::archetype::sylveon,True
Darkness Energy · DP 129,Darkness Energy,Sylveon,ptcg::archetype::sylveon,True
Dedenne · SSP 087,Dedenne,Sylveon,ptcg::archetype::sylveon,True
Eevee · TWM 135,Eevee,Sylveon,ptcg::archetype::sylveon,False
Espeon ex · PRE 034,Espeon ex,Sylveon,ptcg::archetype::sylveon,False
Fezandipiti · TWM 096,Fezandipiti,Sylveon,ptcg::archetype::sylveon,False
Handheld Fan · TWM 150,Handheld Fan,Sylveon,ptcg::archetype::sylveon,True
Hero's Cape · TEF 152,Hero's Cape,Sylveon,ptcg::archetype::sylveon,True
Hilda · WHT 084,Hilda,Sylveon,ptcg::archetype::sylveon,True
Jacinthe · POR 075,Jacinthe,Sylveon,ptcg::archetype::sylveon,False
Jumbo Ice Cream · PFL 091,Jumbo Ice Cream,Sylveon,ptcg::archetype::sylveon,False
Lillie's Determination · MEG 119,Lillie's Determination,Sylveon,ptcg::archetype::sylveon,True
Mist Energy · TEF 161,Mist Energy,Sylveon,ptcg::archetype::sylveon,False
Munkidori · TWM 095,Munkidori,Sylveon,ptcg::archetype::sylveon,True
Night Stretcher · SFA 061,Night Stretcher,Sylveon,ptcg::archetype::sylveon,True
Poké Pad · ASC 198,Poké Pad,Sylveon,ptcg::archetype::sylveon,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Sylveon,ptcg::archetype::sylveon,False
Psychic Energy · BS 101,Psychic Energy,Sylveon,ptcg::archetype::sylveon,True
Psyduck · ASC 039,Psyduck,Sylveon,ptcg::archetype::sylveon,True
Spiky Energy · JTG 159,Spiky Energy,Sylveon,ptcg::archetype::sylveon,False
Sylveon · PRE 040,Sylveon,Sylveon,ptcg::archetype::sylveon,False
Team Rocket's Articuno · DRI 051,Team Rocket's Articuno,Sylveon,ptcg::archetype::sylveon,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Sylveon,ptcg::archetype::sylveon,True
Water Energy · BS 102,Water Energy,Sylveon,ptcg::archetype::sylveon,True
Xerosic's Machinations · SFA 064,Xerosic's Machinations,Sylveon,ptcg::archetype::sylveon,False
Area Zero Underdepths · SCR 131,Area Zero Underdepths,Tera Box,ptcg::archetype::tera_box,True
Boss's Orders · PAL 172,Boss's Orders,Tera Box,ptcg::archetype::tera_box,True
Brock's Scouting · JTG 146,Brock's Scouting,Tera Box,ptcg::archetype::tera_box,True
Chien-Pao · SVP 152,Chien-Pao,Tera Box,ptcg::archetype::tera_box,True
Crispin · SCR 133,Crispin,Tera Box,ptcg::archetype::tera_box,True
Cyrano · SSP 170,Cyrano,Tera Box,ptcg::archetype::tera_box,True
Energy Retrieval · SVI 171,Energy Retrieval,Tera Box,ptcg::archetype::tera_box,True
Energy Search · SVI 172,Energy Search,Tera Box,ptcg::archetype::tera_box,False
Energy Switch · SVI 173,Energy Switch,Tera Box,ptcg::archetype::tera_box,True
Fan Rotom · SCR 118,Fan Rotom,Tera Box,ptcg::archetype::tera_box,False
Fezandipiti ex · SFA 038,Fezandipiti ex,Tera Box,ptcg::archetype::tera_box,True
Fighting Energy · BS 97,Fighting Energy,Tera Box,ptcg::archetype::tera_box,True
Glass Trumpet · SCR 135,Glass Trumpet,Tera Box,ptcg::archetype::tera_box,True
Grass Energy · BS 99,Grass Energy,Tera Box,ptcg::archetype::tera_box,True
Hoothoot · SCR 114,Hoothoot,Tera Box,ptcg::archetype::tera_box,True
Hoothoot · TEF 126,Hoothoot,Tera Box,ptcg::archetype::tera_box,False
Iron Leaves ex · SVP 128,Iron Leaves ex,Tera Box,ptcg::archetype::tera_box,True
Latias ex · SSP 076,Latias ex,Tera Box,ptcg::archetype::tera_box,True
Lightning Energy · BS 100,Lightning Energy,Tera Box,ptcg::archetype::tera_box,True
Lillie's Clefairy ex · SVP 195,Lillie's Clefairy ex,Tera Box,ptcg::archetype::tera_box,True
Mega Kangaskhan ex · MEP 025,Mega Kangaskhan ex,Tera Box,ptcg::archetype::tera_box,True
Night Stretcher · SFA 061,Night Stretcher,Tera Box,ptcg::archetype::tera_box,True
Noctowl · SVP 141,Noctowl,Tera Box,ptcg::archetype::tera_box,True
Passimian · SSP 111,Passimian,Tera Box,ptcg::archetype::tera_box,True
Poké Pad · ASC 198,Poké Pad,Tera Box,ptcg::archetype::tera_box,True
Psychic Energy · BS 101,Psychic Energy,Tera Box,ptcg::archetype::tera_box,True
Raging Bolt ex · SVP 145,Raging Bolt ex,Tera Box,ptcg::archetype::tera_box,True
Special Red Card · CRI 082,Special Red Card,Tera Box,ptcg::archetype::tera_box,True
Teal Mask Ogerpon ex · SVP 166,Teal Mask Ogerpon ex,Tera Box,ptcg::archetype::tera_box,True
Ultra Ball · BRS 150,Ultra Ball,Tera Box,ptcg::archetype::tera_box,True
Unfair Stamp · TWM 165,Unfair Stamp,Tera Box,ptcg::archetype::tera_box,True
Water Energy · BS 102,Water Energy,Tera Box,ptcg::archetype::tera_box,True
Wellspring Mask Ogerpon ex · TWM 064,Wellspring Mask Ogerpon ex,Tera Box,ptcg::archetype::tera_box,True
Air Balloon · BLK 079,Air Balloon,Toxtricity,ptcg::archetype::toxtricity,True
Boss's Orders · PAL 172,Boss's Orders,Toxtricity,ptcg::archetype::toxtricity,True
Brute Bonnet · TWM 118,Brute Bonnet,Toxtricity,ptcg::archetype::toxtricity,False
Buddy-Buddy Poffin · TEF 144,Buddy-Buddy Poffin,Toxtricity,ptcg::archetype::toxtricity,True
Darkness Energy · DP 129,Darkness Energy,Toxtricity,ptcg::archetype::toxtricity,True
Energy Recycler · DRI 164,Energy Recycler,Toxtricity,ptcg::archetype::toxtricity,False
Energy Switch · SVI 173,Energy Switch,Toxtricity,ptcg::archetype::toxtricity,True
Fezandipiti ex · SFA 038,Fezandipiti ex,Toxtricity,ptcg::archetype::toxtricity,True
Lillie's Determination · MEG 119,Lillie's Determination,Toxtricity,ptcg::archetype::toxtricity,True
Mega Absol ex · MEG 086,Mega Absol ex,Toxtricity,ptcg::archetype::toxtricity,False
Munkidori · TWM 095,Munkidori,Toxtricity,ptcg::archetype::toxtricity,True
Night Stretcher · SFA 061,Night Stretcher,Toxtricity,ptcg::archetype::toxtricity,True
Pecharunt ex · SFA 039,Pecharunt ex,Toxtricity,ptcg::archetype::toxtricity,True
Pecharunt · SVP 129,Pecharunt,Toxtricity,ptcg::archetype::toxtricity,False
Poké Pad · ASC 198,Poké Pad,Toxtricity,ptcg::archetype::toxtricity,True
Pokégear 3.0 · UNB 182,Pokégear 3.0,Toxtricity,ptcg::archetype::toxtricity,False
Secret Box · TWM 163,Secret Box,Toxtricity,ptcg::archetype::toxtricity,True
Special Red Card · CRI 082,Special Red Card,Toxtricity,ptcg::archetype::toxtricity,True
Team Rocket's Factory · DRI 173,Team Rocket's Factory,Toxtricity,ptcg::archetype::toxtricity,True
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Toxtricity,ptcg::archetype::toxtricity,True
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Toxtricity,ptcg::archetype::toxtricity,True
Toxel · PFL 067,Toxel,Toxtricity,ptcg::archetype::toxtricity,False
Toxtricity · MEP 017,Toxtricity,Toxtricity,ptcg::archetype::toxtricity,False
Ultra Ball · BRS 150,Ultra Ball,Toxtricity,ptcg::archetype::toxtricity,True
