card_key,display_label,name,category,top10_core,top50,source_locator_count,source_locators,archetype_count,archetypes,anki_tags
Team Rocket's Petrel · DRI 176,Team Rocket's Petrel,Team Rocket's Petrel,Trainer,True,True,1,ASC-207,18,Bloodmoon Ursaluna | Crustle | Hop's Trevenant | Joltik Box | Kangaskhan Bouffalant | Marnie's Grimmsnarl | Mega Abomasnow | Mega Absol Box | Mega Sharpedo | Mega Venusaur | Metagross | Palafin | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops | Steven's Metagross | Sylveon | Toxtricity,ptcg::archetype::bloodmoon_ursaluna ptcg::archetype::crustle ptcg::archetype::hop_s_trevenant ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_abomasnow ptcg::archetype::mega_absol_box ptcg::archetype::mega_sharpedo ptcg::archetype::mega_venusaur ptcg::archetype::metagross ptcg::archetype::palafin ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::steven_s_metagross ptcg::archetype::sylveon ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Porygon · DRI 153,Team Rocket's Porygon,Team Rocket's Porygon,Pokemon,True,True,1,DRI-153,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Porygon2 · DRI 154,Team Rocket's Porygon2,Team Rocket's Porygon2,Pokemon,True,True,1,DRI-154,1,Rocket's Honchkrow,ptcg::archetype::rocket_s_honchkrow ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Proton · DRI 177,Team Rocket's Proton,Team Rocket's Proton,Trainer,True,True,1,ASC-208,3,Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Spidops · ASC 019,Team Rocket's Spidops · ASC 019,Team Rocket's Spidops,Pokemon,False,True,1,ASC-19,2,Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Team Rocket's Tarountula · DRI 019,Team Rocket's Tarountula,Team Rocket's Tarountula,Pokemon,False,True,1,ASC-18,2,Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Team Rocket's Transceiver · DRI 178,Team Rocket's Transceiver,Team Rocket's Transceiver,Trainer,True,True,1,ASC-209,7,Joltik Box | Kangaskhan Bouffalant | Mega Absol Box | Metagross | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops,ptcg::archetype::joltik_box ptcg::archetype::kangaskhan_bouffalant ptcg::archetype::mega_absol_box ptcg::archetype::metagross ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Team Rocket's Venture Bomb · DRI 179,Team Rocket's Venture Bomb,Team Rocket's Venture Bomb,Trainer,False,True,1,DRI-179,1,Bloodmoon Ursaluna,ptcg::archetype::bloodmoon_ursaluna ptcg::card_type::trainer ptcg::meta::2026_06::top50
Team Rocket's Watchtower · DRI 180,Team Rocket's Watchtower,Team Rocket's Watchtower,Trainer,True,True,1,ASC-210,9,Bronzong | Cynthia's Garchomp | Dragapult | Eelektrik | Mega Absol Box | Mega Charizard X | Mega Sharpedo | Steven's Metagross | Toxtricity,ptcg::archetype::bronzong ptcg::archetype::cynthia_s_garchomp ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_sharpedo ptcg::archetype::steven_s_metagross ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Telepathic Psychic Energy · POR 088,Telepathic Psychic Energy,Telepathic Psychic Energy,Energy,True,True,1,POR-88,6,Alakazam | Bronzong | Hop's Trevenant | Lillie's Clefairy | Mega Diancie | Slowking,ptcg::archetype::alakazam ptcg::archetype::bronzong ptcg::archetype::hop_s_trevenant ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::archetype::slowking ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Tera Orb · SSP 189,Tera Orb,Tera Orb,Trainer,False,True,1,SSP-189,1,Hydreigon,ptcg::archetype::hydreigon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Terapagos ex · SVP 165,Terapagos ex,Terapagos ex,Pokemon,False,True,1,ASC-179,2,Flareon | Hydreigon,ptcg::archetype::flareon ptcg::archetype::hydreigon ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top50
Thwackey · SVP 115,Thwackey,Thwackey,Pokemon,False,True,1,TWM-15,1,Festival Lead,ptcg::archetype::festival_lead ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Tool Scrapper · RCL 168,Tool Scrapper,Tool Scrapper,Trainer,False,True,1,ASC-212,3,Ethan's Typhlosion | Palafin | Steven's Metagross,ptcg::archetype::ethan_s_typhlosion ptcg::archetype::palafin ptcg::archetype::steven_s_metagross ptcg::card_type::trainer ptcg::meta::2026_06::top50
Toxel · PFL 067,Toxel,Toxel,Pokemon,False,True,1,PFL-67,2,Mega Sharpedo | Toxtricity,ptcg::archetype::mega_sharpedo ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Toxtricity · MEP 017,Toxtricity,Toxtricity,Pokemon,False,True,1,PFL-68,2,Mega Sharpedo | Toxtricity,ptcg::archetype::mega_sharpedo ptcg::archetype::toxtricity ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Transformation Tome · CRI 083,Transformation Tome,Transformation Tome,Trainer,True,True,1,CRI-83,2,Mega Absol Box | N's Zoroark,ptcg::archetype::mega_absol_box ptcg::archetype::n_s_zoroark ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Tynamo · BLK 030,Tynamo,Tynamo,Pokemon,False,True,1,ASC-59,1,Eelektrik,ptcg::archetype::eelektrik ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Ultra Ball · BRS 150,Ultra Ball,Ultra Ball,Trainer,True,True,1,MEG-131,40,Archaludon | Basic Box | Beedrill | Bronzong | Ceruledge | Crustle | Decidueye | Dragapult | Eelektrik | Ethan's Typhlosion | Flareon | Greninja | Hop's Trevenant | Hydreigon | Joltik Box | Lillie's Clefairy | Mega Abomasnow | Mega Absol Box | Mega Charizard X | Mega Diancie | Mega Froslass | Mega Greninja | Mega Lopunny | Mega Lucario | Mega Manectric | Mega Sharpedo | Mega Starmie | Mega Venusaur | Metagross | N's Zoroark | Ogerpon Meganium | Palafin | Raging Bolt | Rocket's Honchkrow | Rocket's Mewtwo | Rocket's Spidops | Slowking | Steven's Metagross | Tera Box | Toxtricity,ptcg::archetype::archaludon ptcg::archetype::basic_box ptcg::archetype::beedrill ptcg::archetype::bronzong ptcg::archetype::ceruledge ptcg::archetype::crustle ptcg::archetype::decidueye ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::ethan_s_typhlosion ptcg::archetype::flareon ptcg::archetype::greninja ptcg::archetype::hop_s_trevenant ptcg::archetype::hydreigon ptcg::archetype::joltik_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_abomasnow ptcg::archetype::mega_absol_box ptcg::archetype::mega_charizard_x ptcg::archetype::mega_diancie ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_lopunny ptcg::archetype::mega_lucario ptcg::archetype::mega_manectric ptcg::archetype::mega_sharpedo ptcg::archetype::mega_starmie ptcg::archetype::mega_venusaur ptcg::archetype::metagross ptcg::archetype::n_s_zoroark ptcg::archetype::ogerpon_meganium ptcg::archetype::palafin ptcg::archetype::raging_bolt ptcg::archetype::rocket_s_honchkrow ptcg::archetype::rocket_s_mewtwo ptcg::archetype::rocket_s_spidops ptcg::archetype::slowking ptcg::archetype::steven_s_metagross ptcg::archetype::tera_box ptcg::archetype::toxtricity ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Unfair Stamp · TWM 165,Unfair Stamp,Unfair Stamp,Trainer,True,True,1,TWM-165,7,Dragapult | Eelektrik | Mega Sharpedo | Ogerpon Meganium | Raging Bolt | Steven's Metagross | Tera Box,ptcg::archetype::dragapult ptcg::archetype::eelektrik ptcg::archetype::mega_sharpedo ptcg::archetype::ogerpon_meganium ptcg::archetype::raging_bolt ptcg::archetype::steven_s_metagross ptcg::archetype::tera_box ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Victini · SSP 021,Victini · SSP 021,Victini,Pokemon,False,True,1,SSP-21,1,Ethan's Typhlosion,ptcg::archetype::ethan_s_typhlosion ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Vivillon · POR 009,Vivillon · POR 009,Vivillon,Pokemon,False,True,1,POR-9,1,Decidueye,ptcg::archetype::decidueye ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Wally's Compassion · MEG 132,Wally's Compassion,Wally's Compassion,Trainer,False,True,1,MEG-132,6,Eelektrik | Greninja | Mega Froslass | Mega Lopunny | Mega Starmie | Mega Venusaur,ptcg::archetype::eelektrik ptcg::archetype::greninja ptcg::archetype::mega_froslass ptcg::archetype::mega_lopunny ptcg::archetype::mega_starmie ptcg::archetype::mega_venusaur ptcg::card_type::trainer ptcg::meta::2026_06::top50
Water Energy · BS 102,Water Energy,Water Energy,Energy,True,True,1,MEE-3,17,Basic Box | Bronzong | Eelektrik | Flareon | Froslass Munkidori | Greninja | Joltik Box | Lillie's Clefairy | Mega Abomasnow | Mega Froslass | Mega Greninja | Mega Manectric | Mega Starmie | Palafin | Raging Bolt | Sylveon | Tera Box,ptcg::archetype::basic_box ptcg::archetype::bronzong ptcg::archetype::eelektrik ptcg::archetype::flareon ptcg::archetype::froslass_munkidori ptcg::archetype::greninja ptcg::archetype::joltik_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_abomasnow ptcg::archetype::mega_froslass ptcg::archetype::mega_greninja ptcg::archetype::mega_manectric ptcg::archetype::mega_starmie ptcg::archetype::palafin ptcg::archetype::raging_bolt ptcg::archetype::sylveon ptcg::archetype::tera_box ptcg::card_type::energy ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Weedle · CRI 001,Weedle,Weedle,Pokemon,False,True,1,CRI-1,1,Beedrill,ptcg::archetype::beedrill ptcg::card_type::pokemon ptcg::meta::2026_06::top50
Wellspring Mask Ogerpon ex · TWM 064,Wellspring Mask Ogerpon ex,Wellspring Mask Ogerpon ex,Pokemon,True,True,1,TWM-64,7,Basic Box | Eelektrik | Joltik Box | Lillie's Clefairy | Mega Manectric | Raging Bolt | Tera Box,ptcg::archetype::basic_box ptcg::archetype::eelektrik ptcg::archetype::joltik_box ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_manectric ptcg::archetype::raging_bolt ptcg::archetype::tera_box ptcg::card_type::pokemon ptcg::mechanic::ex ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Wondrous Patch · PFL 094,Wondrous Patch,Wondrous Patch,Trainer,True,True,1,PFL-94,3,Lillie's Clefairy | Mega Diancie | Slowking,ptcg::archetype::lillie_s_clefairy ptcg::archetype::mega_diancie ptcg::archetype::slowking ptcg::card_type::trainer ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Xerosic's Machinations · SFA 064,Xerosic's Machinations,Xerosic's Machinations,Trainer,False,True,1,SFA-64,2,Crustle | Sylveon,ptcg::archetype::crustle ptcg::archetype::sylveon ptcg::card_type::trainer ptcg::meta::2026_06::top50
Yveltal · MEG 088,Yveltal · MEG 088,Yveltal,Pokemon,True,True,1,MEG-88,6,Basic Box | Froslass Munkidori | Marnie's Grimmsnarl | Mega Absol Box | Mega Sharpedo | N's Zoroark,ptcg::archetype::basic_box ptcg::archetype::froslass_munkidori ptcg::archetype::marnie_s_grimmsnarl ptcg::archetype::mega_absol_box ptcg::archetype::mega_sharpedo ptcg::archetype::n_s_zoroark ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Zeraora · DRI 078,Zeraora · DRI 078,Zeraora,Pokemon,True,True,1,DRI-78,1,Slowking,ptcg::archetype::slowking ptcg::card_type::pokemon ptcg::meta::2026_06::top10 ptcg::meta::2026_06::top50
Zweilous · SSP 118,Zweilous · SSP 118,Zweilous,Pokemon,False,True,1,SSP-118,1,Hydreigon,ptcg::archetype::hydreigon ptcg::card_type::pokemon ptcg::meta::2026_06::top50
